synth_idx,src_a,src_b,lambda,soil,pipe,S_pct,T_pct,M_pct,B_pct
101,62,85,0.693,Sand,"4""",12.15,23.87,22.12,27.91
102,30,69,0.588,Sand,"2""",7.62,16.59,19.38,19.1
103,17,11,0.605,Sand,"2""",5.55,11.82,15.49,16.31
104,4,44,0.571,Sand,"2""",4.89,13.23,15.85,17.43
105,10,58,0.348,Sand,"2""",7.43,17.79,20.88,22.46
106,95,3,0.516,Sand,"4""",4.1,11.87,14.18,14.89
107,53,13,0.603,Sand,"4""",7.91,16.8,19.33,20.66
108,63,26,0.383,Clay,"4""",8.57,20.15,22.01,21.97
109,14,23,0.648,Sand,"2""",5.44,10.84,15.78,14.77
110,52,59,0.303,Sand,"4""",8.38,18.74,20.72,24.48
111,73,51,0.63,Clay,"4""",17.42,29.46,25.42,36.86
112,53,81,0.663,Sand,"4""",13.68,18.33,19.63,24.31
113,66,107,0.425,Clay,"4""",18.73,22.34,22.88,25.21
114,27,41,0.675,Sand,"2""",6.74,19.16,21.98,22.68
115,50,38,0.698,Sand,"4""",12.64,18.77,22.58,24.96
116,36,70,0.342,Sand,"4""",14.88,16.7,17.48,19.06
117,21,74,0.477,Sand,"2""",15.89,24.45,23.16,31.27
118,100,102,0.506,Sand,"4""",6.0,18.5,20.06,24.21
119,43,102,0.659,Sand,"4""",6.0,17.97,19.33,23.8
120,24,79,0.312,Sand,"2""",18.25,15.91,18.53,21.39
121,101,23,0.471,Sand,"4""",7.59,16.48,19.85,21.18
122,41,65,0.464,Sand,"4""",11.02,18.67,20.68,24.0
123,74,7,0.694,Clay,"4""",18.76,34.5,25.32,35.08
124,94,19,0.354,Sand,"2""",7.94,15.99,21.4,20.38
125,87,78,0.499,Clay,"4""",22.4,19.05,20.8,25.99
126,71,71,0.328,Clay,"4""",24.9,42.2,27.1,42.5
127,16,64,0.462,Sand,"2""",5.92,14.29,15.67,16.24
128,106,107,0.548,Clay,"4""",20.46,25.62,26.42,30.92
129,104,12,0.323,Clay,"4""",12.3,18.67,21.48,21.58
130,70,61,0.665,Clay,"4""",14.87,18.19,18.26,20.06
131,39,33,0.529,Sand,"4""",8.29,17.53,21.07,24.02
132,8,107,0.602,Sand,"2""",14.87,21.85,26.14,24.5
133,40,18,0.663,Sand,"4""",12.29,27.61,28.91,28.51
134,73,38,0.316,Clay,"4""",16.32,19.75,17.99,24.54
135,40,31,0.597,Sand,"4""",8.57,18.04,22.98,26.35
136,33,65,0.562,Sand,"4""",8.4,14.68,15.69,17.15
137,10,18,0.429,Sand,"2""",12.38,30.12,29.39,22.14
138,69,22,0.659,Clay,"4""",8.57,18.06,19.84,19.69
139,80,38,0.462,Clay,"4""",18.54,14.7,16.6,19.63
140,79,34,0.623,Clay,"4""",16.53,15.38,16.58,20.71
141,28,60,0.348,Sand,"2""",7.17,17.98,20.86,21.1
142,92,17,0.558,Sand,"2""",5.94,13.64,18.32,18.19
143,53,65,0.569,Sand,"4""",11.84,18.45,19.47,21.79
144,37,54,0.627,Sand,"4""",5.78,15.1,16.12,18.83
145,100,45,0.669,Sand,"4""",6.0,18.27,19.97,23.81
146,57,23,0.449,Sand,"4""",9.27,17.83,21.73,22.89
147,66,56,0.61,Clay,"4""",16.11,20.15,21.79,20.51
148,57,86,0.324,Sand,"4""",17.65,21.66,23.15,28.26
149,97,5,0.514,Sand,"4""",6.79,15.11,18.99,20.62
150,51,45,0.592,Sand,"4""",10.56,19.19,21.65,25.12
151,21,52,0.309,Sand,"2""",10.77,18.75,22.35,24.4
152,14,59,0.592,Sand,"2""",5.13,12.6,16.17,17.21
153,45,30,0.306,Sand,"4""",6.69,15.2,18.93,19.44
154,85,101,0.434,Clay,"4""",12.73,20.08,20.68,25.78
155,73,49,0.545,Clay,"4""",16.83,30.24,28.52,37.08
156,13,50,0.398,Sand,"2""",9.35,18.12,22.94,23.73
157,35,67,0.46,Sand,"4""",8.08,16.19,17.23,18.34
158,72,39,0.677,Clay,"4""",18.72,33.41,26.99,38.94
159,56,71,0.397,Sand,"4""",20.18,34.66,27.1,34.96
160,64,11,0.657,Clay,"4""",7.66,16.56,17.63,17.9
161,9,92,0.303,Sand,"2""",7.7,16.65,22.5,20.22
162,32,30,0.356,Sand,"2""",5.61,13.33,18.41,17.69
163,66,70,0.573,Clay,"4""",19.25,18.58,18.87,19.45
164,14,91,0.513,Sand,"2""",6.18,12.98,18.61,17.23
165,48,28,0.364,Sand,"4""",6.45,15.06,18.22,17.41
166,36,43,0.581,Sand,"4""",4.55,14.53,16.03,19.37
167,97,42,0.334,Sand,"4""",7.97,19.2,21.34,26.17
168,107,61,0.44,Clay,"4""",10.18,20.36,20.38,23.88
169,42,79,0.373,Sand,"4""",17.16,17.56,19.13,23.95
170,41,12,0.566,Sand,"4""",6.11,17.12,20.81,23.88
171,56,69,0.477,Sand,"4""",10.65,21.37,23.13,21.72
172,23,31,0.633,Sand,"2""",7.9,14.31,19.54,18.95
173,67,94,0.545,Clay,"4""",7.63,16.66,19.25,18.58
174,92,91,0.391,Sand,"2""",8.22,16.93,22.96,21.31
175,74,65,0.404,Clay,"4""",17.06,23.67,20.89,28.46
176,75,23,0.656,Clay,"4""",7.69,17.82,19.08,20.96
177,35,103,0.684,Sand,"4""",11.58,18.89,19.73,20.96
178,63,36,0.394,Clay,"4""",5.67,14.54,15.14,16.81
179,65,19,0.481,Clay,"4""",11.98,17.13,20.63,20.7
180,77,89,0.33,Clay,"4""",17.08,20.34,21.01,26.68
181,30,9,0.578,Sand,"2""",7.97,15.79,21.62,18.99
182,3,95,0.428,Sand,"2""",4.1,12.13,14.27,15.04
183,2,41,0.639,Sand,"2""",4.48,12.62,16.24,19.34
184,102,88,0.375,Sand,"4""",14.63,20.1,21.89,26.35
185,99,11,0.378,Sand,"4""",7.0,15.97,18.85,20.69
186,56,21,0.323,Sand,"4""",12.05,17.99,23.51,20.93
187,84,4,0.645,Clay,"4""",13.69,18.36,18.93,24.3
188,37,14,0.351,Sand,"4""",3.71,10.24,13.74,14.03
189,36,3,0.61,Sand,"4""",3.73,11.09,13.48,15.09
190,13,103,0.448,Sand,"2""",14.47,22.58,24.85,23.44
191,1,17,0.513,Sand,"2""",5.06,9.78,14.09,14.07
192,18,72,0.398,Sand,"2""",19.39,39.6,30.1,35.16
193,56,70,0.504,Sand,"4""",16.87,21.17,23.33,22.06
194,70,11,0.499,Clay,"4""",13.89,16.55,18.4,19.15
195,48,1,0.556,Sand,"4""",5.0,12.03,14.18,14.69
196,45,77,0.631,Sand,"4""",9.32,17.37,18.14,22.46
197,62,100,0.699,Sand,"4""",7.4,22.96,21.88,27.04
198,30,60,0.326,Sand,"2""",7.0,17.7,20.51,21.3
199,38,51,0.358,Sand,"4""",14.09,17.9,20.55,23.42
200,48,83,0.488,Sand,"4""",12.59,15.48,16.45,19.78
201,80,34,0.425,Clay,"4""",12.9,14.44,15.95,19.53
202,4,29,0.526,Sand,"2""",5.77,13.66,16.78,15.63
203,73,51,0.662,Clay,"4""",17.61,29.9,25.49,37.33
204,48,1,0.32,Sand,"4""",5.21,10.83,14.06,13.89
205,55,24,0.596,Sand,"4""",5.57,16.36,18.24,15.91
206,73,94,0.665,Clay,"4""",15.04,27.93,23.85,34.09
207,21,98,0.612,Sand,"2""",9.81,17.21,21.88,22.34
208,48,73,0.683,Sand,"4""",9.36,20.74,18.14,24.51
209,4,5,0.374,Sand,"2""",3.76,9.6,13.95,12.96
210,92,33,0.624,Sand,"2""",5.53,14.77,18.49,18.52
211,40,40,0.509,Sand,"4""",10.3,20.9,25.6,30.7
212,82,107,0.522,Clay,"4""",19.83,20.81,22.18,26.5
213,93,29,0.578,Sand,"2""",6.63,16.1,19.97,18.1
214,62,20,0.613,Sand,"4""",8.27,21.45,22.38,25.02
215,43,4,0.528,Sand,"4""",5.15,14.22,16.71,18.94
