synth_idx,src_a,src_b,lambda,soil,pipe,S_pct,T_pct,M_pct,B_pct
129,107,16,0.463,Clay,"4""",11.83,17.37,19.4,22.25
130,16,32,0.408,Sand,"2""",3.5,11.82,13.56,15.15
131,25,91,0.389,Sand,"2""",13.9,18.39,20.92,24.0
132,41,63,0.663,Sand,"4""",6.66,18.5,20.39,25.25
133,81,81,0.315,Clay,"4""",22.9,16.8,19.4,23.5
134,16,81,0.573,Sand,"2""",11.78,12.96,15.84,18.17
135,51,105,0.391,Sand,"4""",18.45,25.82,26.72,28.92
136,99,98,0.484,Sand,"4""",5.08,14.31,17.17,16.92
137,45,59,0.678,Sand,"4""",4.95,14.75,16.07,18.34
138,95,72,0.683,Sand,"2""",11.37,17.12,20.87,20.46
139,64,23,0.399,Sand,"4""",6.47,15.5,18.62,18.94
140,87,61,0.319,Clay,"4""",11.96,19.34,20.47,24.91
141,12,80,0.688,Sand,"2""",10.75,14.39,19.81,18.38
142,42,87,0.568,Sand,"4""",13.27,20.01,20.85,26.28
143,34,57,0.632,Sand,"4""",6.04,15.39,15.98,16.29
144,44,80,0.632,Sand,"4""",11.78,16.93,20.2,22.32
145,29,2,0.479,Sand,"2""",5.73,12.38,16.7,15.7
146,42,17,0.541,Sand,"4""",5.9,14.79,17.49,20.71
147,65,19,0.389,Sand,"4""",9.34,20.6,23.89,24.52
148,50,87,0.397,Sand,"4""",17.61,21.72,23.49,28.1
149,24,25,0.509,Sand,"2""",8.17,14.06,19.21,17.91
150,26,23,0.649,Sand,"2""",6.95,12.82,17.25,16.89
151,5,74,0.458,Sand,"2""",16.85,21.98,19.53,28.51
152,0,30,0.424,Sand,"2""",5.35,11.9,16.55,16.32
153,4,96,0.492,Sand,"2""",5.28,12.55,17.45,16.35
154,29,53,0.346,Sand,"2""",9.27,18.18,20.79,22.48
155,83,18,0.511,Clay,"4""",18.91,28.53,26.76,24.05
156,104,71,0.585,Clay,"4""",18.45,25.02,25.13,26.87
157,73,48,0.49,Clay,"4""",12.88,26.3,20.38,29.03
158,21,85,0.617,Sand,"2""",13.11,16.42,20.93,21.41
159,91,68,0.382,Clay,"4""",16.31,19.09,19.99,22.76
160,16,92,0.595,Sand,"2""",8.84,14.88,17.41,18.9
161,73,90,0.63,Clay,"4""",20.87,32.32,25.45,37.07
162,10,37,0.589,Sand,"2""",5.56,13.51,15.9,17.04
163,5,94,0.602,Sand,"2""",12.91,13.93,19.86,16.58
164,36,88,0.634,Sand,"4""",10.53,16.21,17.44,20.66
165,75,50,0.319,Clay,"4""",10.2,20.73,23.81,26.66
166,65,65,0.486,Sand,"4""",8.0,24.7,22.3,28.0
167,59,18,0.531,Sand,"4""",11.85,29.59,28.12,25.16
168,16,94,0.447,Sand,"2""",7.04,14.91,21.27,18.51
169,103,21,0.475,Clay,"4""",7.89,19.39,22.21,23.15
170,92,36,0.675,Clay,"4""",12.64,19.04,20.61,22.72
171,24,69,0.312,Sand,"2""",9.0,17.15,19.46,19.09
172,87,16,0.697,Clay,"4""",16.05,18.4,19.13,23.61
173,8,54,0.653,Sand,"2""",7.99,17.01,20.98,20.86
174,21,80,0.363,Sand,"2""",16.98,16.62,23.33,22.15
175,89,6,0.486,Clay,"4""",17.15,20.28,24.69,24.74
176,82,13,0.629,Clay,"4""",16.25,15.5,18.02,22.03
177,45,102,0.436,Sand,"4""",4.91,15.9,17.06,20.11
178,37,95,0.526,Sand,"4""",5.16,14.41,17.5,18.14
179,50,71,0.454,Sand,"4""",9.95,19.88,22.32,24.06
180,85,3,0.669,Clay,"4""",14.9,14.45,16.84,19.95
181,77,87,0.46,Clay,"4""",18.51,20.16,20.09,25.82
182,60,97,0.48,Sand,"4""",6.72,16.82,20.18,20.98
183,19,40,0.473,Sand,"2""",10.25,19.53,25.27,26.73
184,8,52,0.512,Sand,"2""",8.81,18.0,21.99,22.87
185,48,51,0.671,Sand,"4""",7.59,16.41,17.59,19.89
186,58,28,0.538,Sand,"4""",8.4,20.41,22.85,24.29
187,86,37,0.307,Clay,"4""",8.23,15.9,16.33,20.46
188,59,27,0.531,Sand,"4""",8.14,22.28,27.28,25.77
189,64,20,0.321,Sand,"4""",7.11,16.6,20.42,20.97
190,23,8,0.394,Sand,"2""",7.85,15.51,21.05,19.2
191,97,99,0.676,Sand,"2""",5.38,14.71,18.24,17.48
192,35,103,0.304,Sand,"4""",5.94,19.55,19.38,23.2
193,93,93,0.693,Sand,"2""",4.1,10.7,15.1,14.3
194,73,64,0.353,Clay,"4""",9.6,24.32,19.62,27.27
195,29,60,0.41,Sand,"2""",7.5,17.45,20.52,21.64
196,54,62,0.447,Sand,"4""",8.03,19.21,20.7,23.1
197,85,36,0.63,Clay,"4""",14.28,15.3,16.92,20.65
198,13,34,0.665,Sand,"2""",6.33,13.43,16.4,16.24
199,68,31,0.609,Clay,"4""",11.6,16.11,18.73,19.6
200,30,87,0.41,Sand,"2""",15.56,18.89,20.72,23.89
201,13,14,0.645,Sand,"2""",5.11,11.7,15.92,14.74
202,51,22,0.478,Sand,"4""",12.6,17.99,22.9,23.38
203,28,75,0.326,Sand,"2""",7.0,19.27,19.58,21.39
204,13,67,0.499,Sand,"2""",7.0,15.6,17.5,16.9
205,81,4,0.319,Clay,"4""",9.68,11.69,15.79,16.14
206,76,83,0.465,Clay,"4""",15.69,16.71,17.94,23.02
207,91,65,0.518,Clay,"4""",13.23,23.04,22.35,28.1
208,71,72,0.369,Clay,"4""",16.26,18.95,19.35,20.45
209,16,81,0.322,Sand,"2""",16.65,14.64,17.4,20.5
210,79,57,0.662,Clay,"4""",16.85,17.44,18.33,20.4
211,76,0,0.565,Clay,"4""",6.44,13.08,15.34,18.31
212,41,33,0.468,Sand,"4""",6.2,15.6,17.1,21.33
213,35,67,0.602,Sand,"4""",5.29,14.41,15.27,16.86
214,98,5,0.436,Sand,"2""",11.02,12.36,16.61,15.01
215,19,67,0.605,Sand,"2""",9.33,17.96,22.1,20.6
