synth_idx,src_idx,soil,pipe,S_pct,T_pct,M_pct,B_pct,noise_sigma
30,17,Sand,"2""",4.6,10.4,14.3,15.4,0.02
31,83,Clay,"4""",20.2,16.6,18.4,23.2,0.02
32,84,Clay,"4""",18.9,22.9,21.8,30.3,0.02
33,7,Sand,"2""",16.4,38.8,27.4,19.8,0.02
34,100,Sand,"4""",6.0,18.9,20.9,24.8,0.02
35,11,Sand,"2""",7.0,14.0,17.3,17.7,0.02
36,26,Sand,"2""",8.3,21.3,24.8,24.5,0.02
37,42,Sand,"4""",7.0,18.5,20.2,25.2,0.02
38,28,Sand,"2""",7.5,15.5,20.4,18.1,0.02
39,35,Sand,"4""",7.0,13.7,14.8,17.1,0.02
40,94,Sand,"2""",6.0,14.7,19.2,17.6,0.02
41,27,Sand,"2""",7.0,18.8,21.4,19.5,0.02
42,34,Sand,"4""",5.5,12.7,13.4,16.6,0.02
43,91,Sand,"2""",9.0,17.4,23.9,21.9,0.02
44,104,Clay,"4""",25.5,29.5,29.4,31.6,0.02
45,0,Sand,"2""",3.5,9.1,12.5,13.2,0.02
46,25,Sand,"2""",6.0,11.7,15.5,15.8,0.02
47,19,Sand,"2""",9.0,16.7,22.6,21.9,0.02
48,37,Sand,"4""",4.1,12.9,14.0,16.3,0.02
49,68,Clay,"4""",8.5,19.1,19.3,19.3,0.02
50,67,Clay,"4""",9.0,18.3,19.3,19.4,0.02
51,51,Sand,"4""",13.7,20.7,24.1,27.4,0.02
52,1,Sand,"2""",5.5,9.2,13.9,12.8,0.02
53,54,Sand,"4""",8.6,18.8,19.7,23.1,0.02
54,20,Sand,"2""",8.7,16.3,22.5,20.3,0.02
55,73,Clay,"4""",19.6,34.6,26.2,42.4,0.02
56,35,Sand,"4""",7.0,13.7,14.8,17.1,0.02
57,5,Sand,"2""",3.5,9.3,14.1,12.7,0.02
58,103,Clay,"4""",21.5,30.1,30.4,29.3,0.02
59,79,Clay,"4""",23.2,17.0,18.5,23.2,0.02
60,66,Clay,"4""",18.1,18.2,18.4,18.6,0.02
61,70,Clay,"4""",20.8,19.1,19.5,20.6,0.02
62,74,Clay,"4""",19.8,32.6,24.4,41.8,0.02
63,97,Sand,"4""",9.9,20.6,23.6,28.1,0.02
64,88,Clay,"4""",19.8,21.3,23.5,28.0,0.02
65,67,Clay,"4""",9.0,18.3,19.3,19.4,0.02
66,104,Clay,"4""",25.5,29.5,29.4,31.6,0.02
67,107,Clay,"4""",19.2,25.4,26.2,30.1,0.02
68,91,Sand,"2""",9.0,17.4,23.9,21.9,0.02
69,53,Sand,"4""",9.3,19.1,20.2,23.6,0.02
70,56,Sand,"4""",13.0,23.2,27.1,23.5,0.02
71,77,Clay,"4""",15.0,18.0,18.2,23.6,0.02
72,17,Sand,"2""",4.6,10.4,14.3,15.4,0.02
73,4,Sand,"2""",4.2,10.1,13.7,13.4,0.02
74,68,Clay,"4""",8.5,19.1,19.3,19.3,0.02
75,28,Sand,"2""",7.5,15.5,20.4,18.1,0.02
76,75,Clay,"4""",7.0,19.5,18.7,22.3,0.02
77,18,Sand,"2""",16.2,40.8,35.4,24.2,0.02
78,83,Clay,"4""",20.2,16.6,18.4,23.2,0.02
79,58,Sand,"4""",7.5,18.8,20.6,24.1,0.02
80,41,Sand,"4""",6.2,19.9,23.2,29.3,0.02
81,48,Sand,"4""",4.6,14.3,14.4,16.2,0.02
82,14,Sand,"2""",3.5,8.8,13.6,12.8,0.02
83,20,Sand,"2""",8.7,16.3,22.5,20.3,0.02
84,26,Sand,"2""",8.3,21.3,24.8,24.5,0.02
85,50,Sand,"4""",11.7,21.3,26.2,28.7,0.02
86,20,Sand,"2""",8.7,16.3,22.5,20.3,0.02
87,14,Sand,"2""",3.5,8.8,13.6,12.8,0.02
88,49,Sand,"4""",13.5,25.0,31.3,30.7,0.02
89,48,Sand,"4""",4.6,14.3,14.4,16.2,0.02
90,37,Sand,"4""",4.1,12.9,14.0,16.3,0.02
91,103,Clay,"4""",21.5,30.1,30.4,29.3,0.02
92,83,Clay,"4""",20.2,16.6,18.4,23.2,0.02
93,55,Sand,"4""",4.4,18.3,18.0,14.9,0.02
94,34,Sand,"4""",5.5,12.7,13.4,16.6,0.02
95,48,Sand,"4""",4.6,14.3,14.4,16.2,0.02
96,54,Sand,"4""",8.6,18.8,19.7,23.1,0.02
97,52,Sand,"4""",10.4,20.2,22.6,26.5,0.02
98,95,Sand,"4""",4.1,14.1,15.0,16.2,0.02
99,26,Sand,"2""",8.3,21.3,24.8,24.5,0.02
100,105,Clay,"4""",22.1,27.1,27.4,30.3,0.02
101,62,Sand,"4""",8.0,24.7,22.3,28.0,0.02
102,30,Sand,"2""",7.0,14.4,19.3,18.4,0.02
103,17,Sand,"2""",4.6,10.4,14.3,15.4,0.02
104,4,Sand,"2""",4.2,10.1,13.7,13.4,0.02
105,10,Sand,"2""",7.3,15.9,21.4,19.4,0.02
106,95,Sand,"4""",4.1,14.1,15.0,16.2,0.02
107,53,Sand,"4""",9.3,19.1,20.2,23.6,0.02
108,63,Clay,"4""",9.0,18.3,17.5,17.9,0.02
109,14,Sand,"2""",3.5,8.8,13.6,12.8,0.02
110,52,Sand,"4""",10.4,20.2,22.6,26.5,0.02
111,73,Clay,"4""",19.6,34.6,26.2,42.4,0.02
112,53,Sand,"4""",9.3,19.1,20.2,23.6,0.02
113,66,Clay,"4""",18.1,18.2,18.4,18.6,0.02
114,27,Sand,"2""",7.0,18.8,21.4,19.5,0.02
115,50,Sand,"4""",11.7,21.3,26.2,28.7,0.02
116,36,Sand,"4""",3.5,12.1,13.6,16.1,0.02
117,21,Sand,"2""",11.6,15.5,21.8,19.7,0.02
118,100,Sand,"4""",6.0,18.9,20.9,24.8,0.02
119,43,Sand,"4""",6.0,17.9,19.4,23.9,0.02
120,24,Sand,"2""",7.3,13.5,18.6,17.4,0.02
121,101,Sand,"4""",6.0,18.6,19.9,24.3,0.02
122,41,Sand,"4""",6.2,19.9,23.2,29.3,0.02
123,74,Clay,"4""",19.8,32.6,24.4,41.8,0.02
124,94,Sand,"2""",6.0,14.7,19.2,17.6,0.02
125,87,Clay,"4""",22.6,21.1,23.2,28.9,0.02
126,71,Clay,"4""",24.9,42.2,27.1,42.5,0.02
127,16,Sand,"2""",3.5,10.1,13.2,14.2,0.02
128,106,Clay,"4""",21.5,25.8,26.6,31.6,0.02
129,104,Clay,"4""",25.5,29.5,29.4,31.6,0.02
130,70,Clay,"4""",20.8,19.1,19.5,20.6,0.02
131,39,Sand,"4""",12.9,22.1,27.8,31.7,0.02
132,8,Sand,"2""",12.0,19.5,26.1,20.8,0.02
133,40,Sand,"4""",10.3,20.9,25.6,30.7,0.02
134,73,Clay,"4""",19.6,34.6,26.2,42.4,0.02
135,40,Sand,"4""",10.3,20.9,25.6,30.7,0.02
136,33,Sand,"4""",3.1,12.4,13.5,15.4,0.02
137,10,Sand,"2""",7.3,15.9,21.4,19.4,0.02
138,69,Clay,"4""",8.5,19.7,19.5,20.1,0.02
139,80,Clay,"4""",22.9,16.8,19.4,23.5,0.02
140,79,Clay,"4""",23.2,17.0,18.5,23.2,0.02
141,28,Sand,"2""",7.5,15.5,20.4,18.1,0.02
142,92,Sand,"2""",7.0,16.2,21.5,20.4,0.02
143,53,Sand,"4""",9.3,19.1,20.2,23.6,0.02
144,37,Sand,"4""",4.1,12.9,14.0,16.3,0.02
145,100,Sand,"4""",6.0,18.9,20.9,24.8,0.02
146,57,Sand,"4""",9.6,21.8,24.1,28.4,0.02
147,66,Clay,"4""",18.1,18.2,18.4,18.6,0.02
148,57,Sand,"4""",9.6,21.8,24.1,28.4,0.02
149,97,Sand,"4""",9.9,20.6,23.6,28.1,0.02
150,51,Sand,"4""",13.7,20.7,24.1,27.4,0.02
151,21,Sand,"2""",11.6,15.5,21.8,19.7,0.02
152,14,Sand,"2""",3.5,8.8,13.6,12.8,0.02
153,45,Sand,"4""",6.0,17.0,18.1,21.8,0.02
154,85,Clay,"4""",21.5,22.0,21.7,27.7,0.02
155,73,Clay,"4""",19.6,34.6,26.2,42.4,0.02
156,13,Sand,"2""",5.8,13.3,18.0,16.2,0.02
157,35,Sand,"4""",7.0,13.7,14.8,17.1,0.02
158,72,Clay,"4""",21.5,38.8,26.6,42.4,0.02
159,56,Sand,"4""",13.0,23.2,27.1,23.5,0.02
160,64,Clay,"4""",8.0,17.9,17.8,18.0,0.02
161,9,Sand,"2""",9.3,17.7,24.8,19.8,0.02
162,32,Sand,"2""",3.1,11.4,16.8,16.4,0.02
163,66,Clay,"4""",18.1,18.2,18.4,18.6,0.02
164,14,Sand,"2""",3.5,8.8,13.6,12.8,0.02
165,48,Sand,"4""",4.6,14.3,14.4,16.2,0.02
166,36,Sand,"4""",3.5,12.1,13.6,16.1,0.02
167,97,Sand,"4""",9.9,20.6,23.6,28.1,0.02
168,107,Clay,"4""",19.2,25.4,26.2,30.1,0.02
169,42,Sand,"4""",7.0,18.5,20.2,25.2,0.02
170,41,Sand,"4""",6.2,19.9,23.2,29.3,0.02
171,56,Sand,"4""",13.0,23.2,27.1,23.5,0.02
172,23,Sand,"2""",9.0,14.6,19.8,18.4,0.02
173,67,Clay,"4""",9.0,18.3,19.3,19.4,0.02
174,92,Sand,"2""",7.0,16.2,21.5,20.4,0.02
175,74,Clay,"4""",19.8,32.6,24.4,41.8,0.02
176,75,Clay,"4""",7.0,19.5,18.7,22.3,0.02
177,35,Sand,"4""",7.0,13.7,14.8,17.1,0.02
178,63,Clay,"4""",9.0,18.3,17.5,17.9,0.02
179,65,Clay,"4""",15.2,17.6,18.5,19.4,0.02
180,77,Clay,"4""",15.0,18.0,18.2,23.6,0.02
181,30,Sand,"2""",7.0,14.4,19.3,18.4,0.02
182,3,Sand,"2""",4.1,9.5,13.3,13.5,0.02
183,2,Sand,"2""",3.5,8.5,12.3,13.7,0.02
184,102,Sand,"4""",6.0,18.1,19.2,23.6,0.02
185,99,Sand,"4""",7.0,19.2,21.4,25.6,0.02
186,56,Sand,"4""",13.0,23.2,27.1,23.5,0.02
187,84,Clay,"4""",18.9,22.9,21.8,30.3,0.02
188,37,Sand,"4""",4.1,12.9,14.0,16.3,0.02
189,36,Sand,"4""",3.5,12.1,13.6,16.1,0.02
190,13,Sand,"2""",5.8,13.3,18.0,16.2,0.02
191,1,Sand,"2""",5.5,9.2,13.9,12.8,0.02
192,18,Sand,"2""",16.2,40.8,35.4,24.2,0.02
193,56,Sand,"4""",13.0,23.2,27.1,23.5,0.02
194,70,Clay,"4""",20.8,19.1,19.5,20.6,0.02
195,48,Sand,"4""",4.6,14.3,14.4,16.2,0.02
196,45,Sand,"4""",6.0,17.0,18.1,21.8,0.02
197,62,Sand,"4""",8.0,24.7,22.3,28.0,0.02
198,30,Sand,"2""",7.0,14.4,19.3,18.4,0.02
199,38,Sand,"4""",14.8,12.9,14.2,16.3,0.02
200,48,Sand,"4""",4.6,14.3,14.4,16.2,0.02
201,80,Clay,"4""",22.9,16.8,19.4,23.5,0.02
202,4,Sand,"2""",4.2,10.1,13.7,13.4,0.02
203,73,Clay,"4""",19.6,34.6,26.2,42.4,0.02
204,48,Sand,"4""",4.6,14.3,14.4,16.2,0.02
205,55,Sand,"4""",4.4,18.3,18.0,14.9,0.02
206,73,Clay,"4""",19.6,34.6,26.2,42.4,0.02
207,21,Sand,"2""",11.6,15.5,21.8,19.7,0.02
208,48,Sand,"4""",4.6,14.3,14.4,16.2,0.02
209,4,Sand,"2""",4.2,10.1,13.7,13.4,0.02
210,92,Sand,"2""",7.0,16.2,21.5,20.4,0.02
211,40,Sand,"4""",10.3,20.9,25.6,30.7,0.02
212,82,Clay,"4""",20.4,16.6,18.5,23.2,0.02
213,93,Sand,"2""",6.0,15.0,19.8,18.1,0.02
214,62,Sand,"4""",8.0,24.7,22.3,28.0,0.02
215,43,Sand,"4""",6.0,17.9,19.4,23.9,0.02
