synth_idx,src_idx,soil,pipe,S_pct,T_pct,M_pct,B_pct,noise_sigma
63,104,Clay,"4""",21.5,30.1,30.4,29.3,0.02
64,44,Sand,"4""",6.0,17.0,18.1,21.8,0.02
65,35,Sand,"4""",3.5,12.8,13.9,16.1,0.02
66,97,Sand,"2""",6.0,14.5,19.2,17.6,0.02
67,40,Sand,"4""",6.2,19.9,23.2,29.3,0.02
68,8,Sand,"2""",16.4,38.8,27.4,19.8,0.02
69,50,Sand,"4""",11.7,21.3,26.2,28.7,0.02
70,85,Clay,"4""",20.2,16.6,18.4,23.2,0.02
71,20,Sand,"2""",11.6,15.5,21.8,19.7,0.02
72,49,Sand,"4""",13.5,25.0,31.3,30.7,0.02
73,14,Sand,"2""",3.5,8.8,13.6,12.8,0.02
74,74,Clay,"4""",19.6,34.6,26.2,42.4,0.02
75,51,Sand,"4""",13.7,20.7,24.1,27.4,0.02
76,35,Sand,"4""",3.5,12.8,13.9,16.1,0.02
77,24,Sand,"2""",8.3,21.3,24.8,24.5,0.02
78,60,Sand,"4""",7.5,18.1,19.9,23.6,0.02
79,72,Clay,"4""",24.9,42.2,27.1,42.5,0.02
80,101,Sand,"4""",6.0,18.6,19.9,24.3,0.02
81,47,Sand,"4""",3.5,11.6,13.0,15.4,0.02
82,17,Sand,"2""",16.2,40.8,35.4,24.2,0.02
83,89,Clay,"4""",18.1,21.5,22.4,28.2,0.02
84,68,Clay,"4""",8.5,19.1,19.3,19.3,0.02
85,75,Clay,"4""",19.8,32.6,24.4,41.8,0.02
86,10,Sand,"2""",7.0,14.0,17.3,17.7,0.02
87,33,Sand,"4""",4.1,12.9,14.0,16.3,0.02
88,82,Clay,"4""",22.3,16.8,18.5,25.7,0.02
89,89,Clay,"4""",18.1,21.5,22.4,28.2,0.02
90,47,Sand,"4""",3.5,11.6,13.0,15.4,0.02
91,86,Clay,"4""",18.9,22.9,21.8,30.3,0.02
92,90,Clay,"4""",16.7,21.9,23.6,25.8,0.02
93,41,Sand,"4""",7.0,18.9,21.3,26.7,0.02
94,96,Sand,"2""",6.0,14.7,19.2,17.6,0.02
95,31,Sand,"4""",3.1,12.4,13.5,15.4,0.02
96,25,Sand,"2""",7.5,15.5,20.4,18.1,0.02
97,73,Clay,"4""",21.5,38.8,26.6,42.4,0.02
98,68,Clay,"4""",8.5,19.1,19.3,19.3,0.02
99,15,Sand,"2""",3.5,10.1,13.2,14.2,0.02
100,89,Clay,"4""",18.1,21.5,22.4,28.2,0.02
101,21,Sand,"2""",9.0,14.6,19.8,18.4,0.02
102,86,Clay,"4""",18.9,22.9,21.8,30.3,0.02
103,0,Sand,"2""",3.5,9.1,12.5,13.2,0.02
104,86,Clay,"4""",18.9,22.9,21.8,30.3,0.02
105,84,Clay,"4""",20.4,16.6,18.5,23.2,0.02
106,84,Clay,"4""",20.4,16.6,18.5,23.2,0.02
107,71,Clay,"4""",20.8,19.1,19.5,20.6,0.02
108,50,Sand,"4""",11.7,21.3,26.2,28.7,0.02
109,76,Clay,"4""",18.5,31.5,23.7,41.6,0.02
110,29,Sand,"2""",3.1,11.4,16.8,16.4,0.02
111,84,Clay,"4""",20.4,16.6,18.5,23.2,0.02
112,60,Sand,"4""",7.5,18.1,19.9,23.6,0.02
113,49,Sand,"4""",13.5,25.0,31.3,30.7,0.02
114,54,Sand,"4""",9.3,19.1,20.2,23.6,0.02
115,61,Sand,"4""",7.0,19.3,21.1,22.7,0.02
116,4,Sand,"2""",3.5,8.5,12.3,13.7,0.02
117,15,Sand,"2""",3.5,10.1,13.2,14.2,0.02
118,26,Sand,"2""",7.5,17.6,20.2,18.1,0.02
119,12,Sand,"2""",5.8,13.3,18.0,16.2,0.02
120,47,Sand,"4""",3.5,11.6,13.0,15.4,0.02
121,72,Clay,"4""",24.9,42.2,27.1,42.5,0.02
122,70,Clay,"4""",8.5,18.7,19.1,20.2,0.02
123,50,Sand,"4""",11.7,21.3,26.2,28.7,0.02
124,92,Sand,"2""",9.9,18.8,27.8,22.0,0.02
125,61,Sand,"4""",7.0,19.3,21.1,22.7,0.02
126,8,Sand,"2""",16.4,38.8,27.4,19.8,0.02
127,82,Clay,"4""",22.3,16.8,18.5,25.7,0.02
128,62,Sand,"4""",6.0,17.7,18.6,22.4,0.02
129,68,Clay,"4""",8.5,19.1,19.3,19.3,0.02
130,61,Sand,"4""",7.0,19.3,21.1,22.7,0.02
131,59,Sand,"4""",8.0,19.7,21.7,26.0,0.02
132,9,Sand,"2""",6.7,14.8,17.5,18.1,0.02
133,60,Sand,"4""",7.5,18.1,19.9,23.6,0.02
134,85,Clay,"4""",20.2,16.6,18.4,23.2,0.02
135,32,Sand,"4""",7.0,13.7,14.8,17.1,0.02
136,65,Clay,"4""",15.2,17.6,18.5,19.4,0.02
137,3,Sand,"2""",7.0,9.5,14.6,13.0,0.02
138,37,Sand,"4""",14.8,27.3,30.3,26.7,0.02
139,47,Sand,"4""",3.5,11.6,13.0,15.4,0.02
140,106,Clay,"4""",21.5,29.1,28.4,29.9,0.02
141,23,Sand,"2""",8.3,25.2,33.6,25.5,0.02
142,29,Sand,"2""",3.1,11.4,16.8,16.4,0.02
143,44,Sand,"4""",6.0,17.0,18.1,21.8,0.02
144,107,Clay,"4""",19.2,25.4,26.2,30.1,0.02
145,92,Sand,"2""",9.9,18.8,27.8,22.0,0.02
146,3,Sand,"2""",7.0,9.5,14.6,13.0,0.02
147,25,Sand,"2""",7.5,15.5,20.4,18.1,0.02
148,88,Clay,"4""",22.6,21.1,23.2,28.9,0.02
149,6,Sand,"2""",4.2,10.1,13.7,13.4,0.02
150,92,Sand,"2""",9.9,18.8,27.8,22.0,0.02
151,30,Sand,"4""",3.5,13.0,13.8,15.8,0.02
152,99,Sand,"4""",9.9,20.6,23.6,28.1,0.02
153,31,Sand,"4""",3.1,12.4,13.5,15.4,0.02
154,46,Sand,"4""",3.1,8.2,11.8,12.0,0.02
155,71,Clay,"4""",20.8,19.1,19.5,20.6,0.02
156,13,Sand,"2""",6.0,13.3,17.2,15.8,0.02
157,60,Sand,"4""",7.5,18.1,19.9,23.6,0.02
158,54,Sand,"4""",9.3,19.1,20.2,23.6,0.02
159,84,Clay,"4""",20.4,16.6,18.5,23.2,0.02
160,107,Clay,"4""",19.2,25.4,26.2,30.1,0.02
161,71,Clay,"4""",20.8,19.1,19.5,20.6,0.02
162,44,Sand,"4""",6.0,17.0,18.1,21.8,0.02
163,43,Sand,"4""",5.8,17.4,18.7,22.8,0.02
164,45,Sand,"4""",3.5,12.4,13.4,14.7,0.02
165,87,Clay,"4""",21.5,22.0,21.7,27.7,0.02
166,34,Sand,"4""",4.2,13.1,14.4,16.3,0.02
167,18,Sand,"2""",10.2,18.0,24.9,22.3,0.02
168,36,Sand,"4""",14.8,12.9,14.2,16.3,0.02
169,2,Sand,"2""",5.5,9.2,13.9,12.8,0.02
170,11,Sand,"2""",6.0,13.5,17.7,16.8,0.02
171,9,Sand,"2""",6.7,14.8,17.5,18.1,0.02
172,83,Clay,"4""",21.5,16.8,18.5,23.9,0.02
173,78,Clay,"4""",8.5,19.0,19.9,25.0,0.02
174,75,Clay,"4""",19.8,32.6,24.4,41.8,0.02
175,49,Sand,"4""",13.5,25.0,31.3,30.7,0.02
176,77,Clay,"4""",9.0,16.6,17.3,22.0,0.02
177,17,Sand,"2""",16.2,40.8,35.4,24.2,0.02
178,97,Sand,"2""",6.0,14.5,19.2,17.6,0.02
179,54,Sand,"4""",9.3,19.1,20.2,23.6,0.02
180,101,Sand,"4""",6.0,18.6,19.9,24.3,0.02
181,16,Sand,"2""",4.6,10.4,14.3,15.4,0.02
182,53,Sand,"4""",10.2,19.6,21.0,24.8,0.02
183,75,Clay,"4""",19.8,32.6,24.4,41.8,0.02
184,53,Sand,"4""",10.2,19.6,21.0,24.8,0.02
185,48,Sand,"4""",4.6,14.3,14.4,16.2,0.02
186,17,Sand,"2""",16.2,40.8,35.4,24.2,0.02
187,41,Sand,"4""",7.0,18.9,21.3,26.7,0.02
188,25,Sand,"2""",7.5,15.5,20.4,18.1,0.02
189,32,Sand,"4""",7.0,13.7,14.8,17.1,0.02
190,73,Clay,"4""",21.5,38.8,26.6,42.4,0.02
191,68,Clay,"4""",8.5,19.1,19.3,19.3,0.02
192,65,Clay,"4""",15.2,17.6,18.5,19.4,0.02
193,39,Sand,"4""",10.3,20.9,25.6,30.7,0.02
194,103,Clay,"4""",7.0,22.8,21.9,26.3,0.02
195,9,Sand,"2""",6.7,14.8,17.5,18.1,0.02
196,36,Sand,"4""",14.8,12.9,14.2,16.3,0.02
197,12,Sand,"2""",5.8,13.3,18.0,16.2,0.02
198,36,Sand,"4""",14.8,12.9,14.2,16.3,0.02
199,103,Clay,"4""",7.0,22.8,21.9,26.3,0.02
200,39,Sand,"4""",10.3,20.9,25.6,30.7,0.02
201,98,Sand,"4""",10.4,21.2,24.9,29.2,0.02
202,53,Sand,"4""",10.2,19.6,21.0,24.8,0.02
203,75,Clay,"4""",19.8,32.6,24.4,41.8,0.02
204,49,Sand,"4""",13.5,25.0,31.3,30.7,0.02
205,28,Sand,"2""",6.0,13.8,19.1,19.9,0.02
206,82,Clay,"4""",22.3,16.8,18.5,25.7,0.02
207,104,Clay,"4""",21.5,30.1,30.4,29.3,0.02
208,28,Sand,"2""",6.0,13.8,19.1,19.9,0.02
209,84,Clay,"4""",20.4,16.6,18.5,23.2,0.02
210,28,Sand,"2""",6.0,13.8,19.1,19.9,0.02
211,77,Clay,"4""",9.0,16.6,17.3,22.0,0.02
212,85,Clay,"4""",20.2,16.6,18.4,23.2,0.02
213,48,Sand,"4""",4.6,14.3,14.4,16.2,0.02
214,79,Clay,"4""",22.2,17.0,18.4,23.1,0.02
215,29,Sand,"2""",3.1,11.4,16.8,16.4,0.02
